Year,State,Municipality,Type,Homicides
1990,Aguascalientes,Aguascalientes,state,43
1990,Aguascalientes,Aguascalientes,municipality,33
1990,Aguascalientes,Asientos,municipality, 
1990,Aguascalientes,Calvillo,municipality,5
1990,Aguascalientes,Cosío,municipality, 
1990,Aguascalientes,Jesús María,municipality,2
1990,Aguascalientes,Pabellón de Arteaga,municipality,1
1990,Aguascalientes,Rincón de Romos,municipality,1
1990,Aguascalientes,San José de Gracia,municipality, 
1990,Aguascalientes,Tepezalá,municipality, 
1990,Aguascalientes,El Llano,municipality, 
1990,Aguascalientes,San Francisco de los Romo,municipality, 
1990,Aguascalientes,No especificado,municipality,1
1990,Baja California,Baja California,state,260
1990,Baja California,Ensenada,municipality,41
1990,Baja California,Mexicali,municipality,82
1990,Baja California,Tecate,municipality,13
1990,Baja California,Tijuana,municipality,124
1990,Baja California,Playas de Rosarito,municipality, 
1990,Baja California,San Quintín,municipality, 
1990,Baja California,San Felipe,municipality, 
1990,Baja California,No especificado,municipality, 
1990,Baja California Sur,Baja California Sur,state,12
1990,Baja California Sur,Comondú,municipality,2
1990,Baja California Sur,Mulegé,municipality,1
1990,Baja California Sur,La Paz,municipality,4
1990,Baja California Sur,Los Cabos,municipality,5
1990,Baja California Sur,Loreto,municipality, 
1990,Baja California Sur,No especificado,municipality, 
1990,Campeche,Campeche,state,82
1990,Campeche,Calkiní,municipality,1
1990,Campeche,Campeche,municipality,15
1990,Campeche,Carmen,municipality,45
1990,Campeche,Champotón,municipality,17
1990,Campeche,Hecelchakán,municipality,1
1990,Campeche,Hopelchén,municipality, 
1990,Campeche,Palizada,municipality,2
1990,Campeche,Tenabo,municipality,1
1990,Campeche,Escárcega,municipality, 
1990,Campeche,Calakmul,municipality, 
1990,Campeche,Candelaria,municipality, 
1990,Campeche,Seybaplaya,municipality, 
1990,Campeche,Dzitbalché,municipality, 
1990,Campeche,No especificado,municipality, 
1990,Coahuila de Zaragoza,Coahuila de Zaragoza,state,182
1990,Coahuila de Zaragoza,Abasolo,municipality, 
1990,Coahuila de Zaragoza,Acuña,municipality,7
1990,Coahuila de Zaragoza,Allende,municipality, 
1990,Coahuila de Zaragoza,Arteaga,municipality, 
1990,Coahuila de Zaragoza,Candela,municipality, 
1990,Coahuila de Zaragoza,Castaños,municipality, 
1990,Coahuila de Zaragoza,Cuatro Ciénegas,municipality, 
1990,Coahuila de Zaragoza,Escobedo,municipality, 
1990,Coahuila de Zaragoza,Francisco I,municipality,1
1990,Coahuila de Zaragoza,Frontera,municipality,6
1990,Coahuila de Zaragoza,General Cepeda,municipality,6
1990,Coahuila de Zaragoza,Guerrero,municipality,2
1990,Coahuila de Zaragoza,Hidalgo,municipality, 
1990,Coahuila de Zaragoza,Jiménez,municipality,1
1990,Coahuila de Zaragoza,Juárez,municipality, 
1990,Coahuila de Zaragoza,Lamadrid,municipality, 
1990,Coahuila de Zaragoza,Matamoros,municipality,33
1990,Coahuila de Zaragoza,Monclova,municipality,15
1990,Coahuila de Zaragoza,Morelos,municipality, 
1990,Coahuila de Zaragoza,Múzquiz,municipality,10
1990,Coahuila de Zaragoza,Nadadores,municipality, 
1990,Coahuila de Zaragoza,Nava,municipality, 
1990,Coahuila de Zaragoza,Ocampo,municipality,1
1990,Coahuila de Zaragoza,Parras,municipality,3
1990,Coahuila de Zaragoza,Piedras Negras,municipality,4
1990,Coahuila de Zaragoza,Progreso,municipality, 
1990,Coahuila de Zaragoza,Ramos Arizpe,municipality, 
1990,Coahuila de Zaragoza,Sabinas,municipality, 
1990,Coahuila de Zaragoza,Sacramento,municipality, 
1990,Coahuila de Zaragoza,Saltillo,municipality,25
1990,Coahuila de Zaragoza,San Buenaventura,municipality,2
1990,Coahuila de Zaragoza,San Juan de Sabinas,municipality, 
1990,Coahuila de Zaragoza,San Pedro,municipality,18
1990,Coahuila de Zaragoza,Sierra Mojada,municipality, 
1990,Coahuila de Zaragoza,Torreón,municipality,45
1990,Coahuila de Zaragoza,Viesca,municipality,2
1990,Coahuila de Zaragoza,Villa Unión,municipality, 
1990,Coahuila de Zaragoza,Zaragoza,municipality,1
1990,Coahuila de Zaragoza,No especificado,municipality, 
1990,Colima,Colima,state,78
1990,Colima,Armería,municipality,4
1990,Colima,Colima,municipality,22
1990,Colima,Comala,municipality, 
1990,Colima,Coquimatlán,municipality,2
1990,Colima,Cuauhtémoc,municipality, 
1990,Colima,Ixtlahuacán,municipality, 
1990,Colima,Manzanillo,municipality,22
1990,Colima,Minatitlán,municipality,1
1990,Colima,Tecomán,municipality,24
1990,Colima,Villa de Álvarez,municipality,3
1990,Colima,No especificado,municipality, 
1990,Chiapas,Chiapas,state,272
1990,Chiapas,Acacoyagua,municipality,1
1990,Chiapas,Acala,municipality, 
1990,Chiapas,Acapetahua,municipality,6
1990,Chiapas,Altamirano,municipality,3
1990,Chiapas,Amatán,municipality,3
1990,Chiapas,Amatenango de la Frontera,municipality,4
1990,Chiapas,Amatenango del Valle,municipality,2
1990,Chiapas,Angel Albino Corzo,municipality, 
1990,Chiapas,Arriaga,municipality,1
1990,Chiapas,Bejucal de Ocampo,municipality, 
1990,Chiapas,Bella Vista,municipality,3
1990,Chiapas,Berriozábal,municipality,3
1990,Chiapas,Bochil,municipality, 
1990,Chiapas,El Bosque,municipality,2
1990,Chiapas,Cacahoatán,municipality, 
1990,Chiapas,Catazajá,municipality,2
1990,Chiapas,Cintalapa,municipality,10
1990,Chiapas,Coapilla,municipality, 
1990,Chiapas,Comitán de Domínguez,municipality,10
1990,Chiapas,La Concordia,municipality, 
1990,Chiapas,Copainalá,municipality, 
1990,Chiapas,Chalchihuitán,municipality,1
1990,Chiapas,Chamula,municipality,2
1990,Chiapas,Chanal,municipality, 
1990,Chiapas,Chapultenango,municipality, 
1990,Chiapas,Chenalhó,municipality,1
1990,Chiapas,Chiapa de Corzo,municipality,5
1990,Chiapas,Chiapilla,municipality, 
1990,Chiapas,Chicoasén,municipality, 
1990,Chiapas,Chicomuselo,municipality,4
1990,Chiapas,Chilón,municipality,3
1990,Chiapas,Escuintla,municipality,15
1990,Chiapas,Francisco León,municipality, 
1990,Chiapas,Frontera Comalapa,municipality,8
1990,Chiapas,Frontera Hidalgo,municipality, 
1990,Chiapas,La Grandeza,municipality, 
1990,Chiapas,Huehuetán,municipality, 
1990,Chiapas,Huixtán,municipality, 
1990,Chiapas,Huitiupán,municipality,5
1990,Chiapas,Huixtla,municipality,10
1990,Chiapas,La Independencia,municipality,2
1990,Chiapas,Ixhuatán,municipality, 
1990,Chiapas,Ixtacomitán,municipality,1
1990,Chiapas,Ixtapa,municipality,1
1990,Chiapas,Ixtapangajoya,municipality, 
1990,Chiapas,Jiquipilas,municipality,3
1990,Chiapas,Jitotol,municipality, 
1990,Chiapas,Juárez,municipality,1
1990,Chiapas,Larráinzar,municipality, 
1990,Chiapas,La Libertad,municipality, 
1990,Chiapas,Mapastepec,municipality,3
1990,Chiapas,Las Margaritas,municipality,3
1990,Chiapas,Mazapa de Madero,municipality, 
1990,Chiapas,Mazatán,municipality, 
1990,Chiapas,Metapa,municipality, 
1990,Chiapas,Mitontic,municipality,2
1990,Chiapas,Motozintla,municipality,3
1990,Chiapas,Nicolás Ruíz,municipality,1
1990,Chiapas,Ocosingo,municipality,2
1990,Chiapas,Ocotepec,municipality,1
1990,Chiapas,Ocozocoautla de Espinosa,municipality,4
1990,Chiapas,Ostuacán,municipality,1
1990,Chiapas,Osumacinta,municipality, 
1990,Chiapas,Oxchuc,municipality,1
1990,Chiapas,Palenque,municipality,2
1990,Chiapas,Pantelhó,municipality, 
1990,Chiapas,Pantepec,municipality, 
1990,Chiapas,Pichucalco,municipality,2
1990,Chiapas,Pijijiapan,municipality,1
1990,Chiapas,El Porvenir,municipality, 
1990,Chiapas,Villa Comaltitlán,municipality,5
1990,Chiapas,Pueblo Nuevo Solistahuacán,municipality,7
1990,Chiapas,Rayón,municipality, 
1990,Chiapas,Reforma,municipality,2
1990,Chiapas,Las Rosas,municipality,1
1990,Chiapas,Sabanilla,municipality, 
1990,Chiapas,Salto de Agua,municipality,4
1990,Chiapas,San Cristóbal de las Casas,municipality,17
1990,Chiapas,San Fernando,municipality,2
1990,Chiapas,Siltepec,municipality,5
1990,Chiapas,Simojovel,municipality,5
1990,Chiapas,Sitalá,municipality, 
1990,Chiapas,Socoltenango,municipality,1
1990,Chiapas,Solosuchiapa,municipality, 
1990,Chiapas,Soyaló,municipality, 
1990,Chiapas,Suchiapa,municipality,3
1990,Chiapas,Suchiate,municipality, 
1990,Chiapas,Sunuapa,municipality, 
1990,Chiapas,Tapachula,municipality,10
1990,Chiapas,Tapalapa,municipality,3
1990,Chiapas,Tapilula,municipality, 
1990,Chiapas,Tecpatán,municipality,6
1990,Chiapas,Tenejapa,municipality,1
1990,Chiapas,Teopisca,municipality, 
1990,Chiapas,Tila,municipality, 
1990,Chiapas,Tonalá,municipality,8
1990,Chiapas,Totolapa,municipality, 
1990,Chiapas,La Trinitaria,municipality, 
1990,Chiapas,Tumbalá,municipality,1
1990,Chiapas,Tuxtla Gutiérrez,municipality,29
1990,Chiapas,Tuxtla Chico,municipality,1
1990,Chiapas,Tuzantán,municipality,1
1990,Chiapas,Tzimol,municipality,2
1990,Chiapas,Unión Juárez,municipality,1
1990,Chiapas,Venustiano Carranza,municipality,6
1990,Chiapas,Villa Corzo,municipality, 
1990,Chiapas,Villaflores,municipality,10
1990,Chiapas,Yajalón,municipality,1
1990,Chiapas,San Lucas,municipality, 
1990,Chiapas,Zinacantán,municipality, 
1990,Chiapas,San Juan Cancuc,municipality, 
1990,Chiapas,Aldama,municipality, 
1990,Chiapas,Benemérito de las Américas,municipality, 
1990,Chiapas,Maravilla Tenejapa,municipality, 
1990,Chiapas,Marqués de Comillas,municipality, 
1990,Chiapas,Montecristo de Guerrero,municipality, 
1990,Chiapas,San Andrés Duraznal,municipality, 
1990,Chiapas,Santiago el Pinar,municipality, 
1990,Chiapas,Capitán Luis Ángel Vidal,municipality, 
1990,Chiapas,Rincón Chamula San Pedro,municipality, 
1990,Chiapas,El Parral,municipality, 
1990,Chiapas,Emiliano Zapata,municipality, 
1990,Chiapas,Mezcalapa,municipality, 
1990,Chiapas,No especificado,municipality,2
1990,Chihuahua,Chihuahua,state,306
1990,Chihuahua,Ahumada,municipality, 
1990,Chihuahua,Aldama,municipality, 
1990,Chihuahua,Allende,municipality, 
1990,Chihuahua,Aquiles Serdán,municipality, 
1990,Chihuahua,Ascensión,municipality,4
1990,Chihuahua,Bachíniva,municipality, 
1990,Chihuahua,Balleza,municipality,3
1990,Chihuahua,Batopilas de Manuel Gómez Morín,municipality,3
1990,Chihuahua,Bocoyna,municipality,5
1990,Chihuahua,Buenaventura,municipality,4
1990,Chihuahua,Camargo,municipality,2
1990,Chihuahua,Carichí,municipality, 
1990,Chihuahua,Casas Grandes,municipality,2
1990,Chihuahua,Coronado,municipality, 
1990,Chihuahua,Coyame del Sotol,municipality, 
1990,Chihuahua,La Cruz,municipality,1
1990,Chihuahua,Cuauhtémoc,municipality,9
1990,Chihuahua,Cusihuiriachi,municipality, 
1990,Chihuahua,Chihuahua,municipality,78
1990,Chihuahua,Chínipas,municipality,8
1990,Chihuahua,Delicias,municipality,15
1990,Chihuahua,Dr,municipality,2
1990,Chihuahua,Galeana,municipality, 
1990,Chihuahua,Santa Isabel,municipality,1
1990,Chihuahua,Gómez Farías,municipality,4
1990,Chihuahua,Gran Morelos,municipality,2
1990,Chihuahua,Guachochi,municipality,14
1990,Chihuahua,Guadalupe,municipality, 
1990,Chihuahua,Guadalupe y Calvo,municipality,21
1990,Chihuahua,Guazapares,municipality,4
1990,Chihuahua,Guerrero,municipality,8
1990,Chihuahua,Hidalgo del Parral,municipality,10
1990,Chihuahua,Huejotitán,municipality, 
1990,Chihuahua,Ignacio Zaragoza,municipality,1
1990,Chihuahua,Janos,municipality,2
1990,Chihuahua,Jiménez,municipality,2
1990,Chihuahua,Juárez,municipality,45
1990,Chihuahua,Julimes,municipality, 
1990,Chihuahua,López,municipality, 
1990,Chihuahua,Madera,municipality,1
1990,Chihuahua,Maguarichi,municipality, 
1990,Chihuahua,Manuel Benavides,municipality, 
1990,Chihuahua,Matachí,municipality, 
1990,Chihuahua,Matamoros,municipality, 
1990,Chihuahua,Meoqui,municipality,2
1990,Chihuahua,Morelos,municipality,12
1990,Chihuahua,Moris,municipality, 
1990,Chihuahua,Namiquipa,municipality,4
1990,Chihuahua,Nonoava,municipality,5
1990,Chihuahua,Nuevo Casas Grandes,municipality,2
1990,Chihuahua,Ocampo,municipality,1
1990,Chihuahua,Ojinaga,municipality,5
1990,Chihuahua,Praxedis G,municipality,1
1990,Chihuahua,Riva Palacio,municipality, 
1990,Chihuahua,Rosales,municipality,1
1990,Chihuahua,Rosario,municipality, 
1990,Chihuahua,San Francisco de Borja,municipality, 
1990,Chihuahua,San Francisco de Conchos,municipality, 
1990,Chihuahua,San Francisco del Oro,municipality, 
1990,Chihuahua,Santa Bárbara,municipality,4
1990,Chihuahua,Satevó,municipality, 
1990,Chihuahua,Saucillo,municipality,1
1990,Chihuahua,Temósachic,municipality,4
1990,Chihuahua,El Tule,municipality, 
1990,Chihuahua,Urique,municipality,10
1990,Chihuahua,Uruachi,municipality,1
1990,Chihuahua,Valle de Zaragoza,municipality,2
1990,Chihuahua,No especificado,municipality, 
1990,Ciudad de México,Ciudad de México,state,1272
1990,Ciudad de México,Azcapotzalco,municipality,20
1990,Ciudad de México,Coyoacán,municipality,82
1990,Ciudad de México,Cuajimalpa de Morelos,municipality,7
1990,Ciudad de México,Gustavo A,municipality,224
1990,Ciudad de México,Iztacalco,municipality,26
1990,Ciudad de México,Iztapalapa,municipality,169
1990,Ciudad de México,La Magdalena Contreras,municipality,23
1990,Ciudad de México,Milpa Alta,municipality,5
1990,Ciudad de México,Álvaro Obregón,municipality,52
1990,Ciudad de México,Tláhuac,municipality,22
1990,Ciudad de México,Tlalpan,municipality,46
1990,Ciudad de México,Xochimilco,municipality,34
1990,Ciudad de México,Benito Juárez,municipality,106
1990,Ciudad de México,Cuauhtémoc,municipality,143
1990,Ciudad de México,Miguel Hidalgo,municipality,181
1990,Ciudad de México,Venustiano Carranza,municipality,130
1990,Ciudad de México,No especificado,municipality,2
1990,Durango,Durango,state,289
1990,Durango,Canatlán,municipality,12
1990,Durango,Canelas,municipality,5
1990,Durango,Coneto de Comonfort,municipality,1
1990,Durango,Cuencamé,municipality,4
1990,Durango,Durango,municipality,98
1990,Durango,General Simón Bolívar,municipality, 
1990,Durango,Gómez Palacio,municipality,9
1990,Durango,Guadalupe Victoria,municipality,5
1990,Durango,Guanaceví,municipality,3
1990,Durango,Hidalgo,municipality, 
1990,Durango,Indé,municipality,5
1990,Durango,Lerdo,municipality,2
1990,Durango,Mapimí,municipality, 
1990,Durango,Mezquital,municipality,17
1990,Durango,Nazas,municipality,2
1990,Durango,Nombre de Dios,municipality,2
1990,Durango,Ocampo,municipality,4
1990,Durango,El Oro,municipality, 
1990,Durango,Otáez,municipality,6
1990,Durango,Pánuco de Coronado,municipality,5
1990,Durango,Peñón Blanco,municipality,2
1990,Durango,Poanas,municipality,5
1990,Durango,Pueblo Nuevo,municipality,16
1990,Durango,Rodeo,municipality,11
1990,Durango,San Bernardo,municipality, 
1990,Durango,San Dimas,municipality,4
1990,Durango,San Juan de Guadalupe,municipality, 
1990,Durango,San Juan del Río,municipality,8
1990,Durango,San Luis del Cordero,municipality,1
1990,Durango,San Pedro del Gallo,municipality,2
1990,Durango,Santa Clara,municipality,1
1990,Durango,Santiago Papasquiaro,municipality,9
1990,Durango,Súchil,municipality,2
1990,Durango,Tamazula,municipality,15
1990,Durango,Tepehuanes,municipality,7
1990,Durango,Tlahualilo,municipality, 
1990,Durango,Topia,municipality,10
1990,Durango,Vicente Guerrero,municipality,4
1990,Durango,Nuevo Ideal,municipality,11
1990,Durango,No especificado,municipality,1
1990,Guanajuato,Guanajuato,state,361
1990,Guanajuato,Abasolo,municipality,4
1990,Guanajuato,Acámbaro,municipality,5
1990,Guanajuato,San Miguel de Allende,municipality,25
1990,Guanajuato,Apaseo el Alto,municipality,7
1990,Guanajuato,Apaseo el Grande,municipality,6
1990,Guanajuato,Atarjea,municipality, 
1990,Guanajuato,Celaya,municipality,39
1990,Guanajuato,Manuel Doblado,municipality,12
1990,Guanajuato,Comonfort,municipality,9
1990,Guanajuato,Coroneo,municipality, 
1990,Guanajuato,Cortazar,municipality,1
1990,Guanajuato,Cuerámaro,municipality,2
1990,Guanajuato,Doctor Mora,municipality, 
1990,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,municipality,9
1990,Guanajuato,Guanajuato,municipality,12
1990,Guanajuato,Huanímaro,municipality, 
1990,Guanajuato,Irapuato,municipality,32
1990,Guanajuato,Jaral del Progreso,municipality,2
1990,Guanajuato,Jerécuaro,municipality,3
1990,Guanajuato,León,municipality,89
1990,Guanajuato,Moroleón,municipality,7
1990,Guanajuato,Ocampo,municipality,1
1990,Guanajuato,Pénjamo,municipality,6
1990,Guanajuato,Pueblo Nuevo,municipality,1
1990,Guanajuato,Purísima del Rincón,municipality,4
1990,Guanajuato,Romita,municipality,2
1990,Guanajuato,Salamanca,municipality,9
1990,Guanajuato,Salvatierra,municipality,16
1990,Guanajuato,San Diego de la Unión,municipality,3
1990,Guanajuato,San Felipe,municipality,5
1990,Guanajuato,San Francisco del Rincón,municipality,7
1990,Guanajuato,San José Iturbide,municipality, 
1990,Guanajuato,San Luis de la Paz,municipality,7
1990,Guanajuato,Santa Catarina,municipality, 
1990,Guanajuato,Santa Cruz de Juventino Rosas,municipality,4
1990,Guanajuato,Santiago Maravatío,municipality,1
1990,Guanajuato,Silao de la Victoria,municipality,15
1990,Guanajuato,Tarandacuao,municipality, 
1990,Guanajuato,Tarimoro,municipality, 
1990,Guanajuato,Tierra Blanca,municipality, 
1990,Guanajuato,Uriangato,municipality,2
1990,Guanajuato,Valle de Santiago,municipality,5
1990,Guanajuato,Victoria,municipality,2
1990,Guanajuato,Villagrán,municipality, 
1990,Guanajuato,Xichú,municipality,4
1990,Guanajuato,Yuriria,municipality,3
1990,Guanajuato,No especificado,municipality, 
1990,Guerrero,Guerrero,state,770
1990,Guerrero,Acapulco de Juárez,municipality,80
1990,Guerrero,Ahuacuotzingo,municipality,20
1990,Guerrero,Ajuchitlán del Progreso,municipality,26
1990,Guerrero,Alcozauca de Guerrero,municipality,7
1990,Guerrero,Alpoyeca,municipality,1
1990,Guerrero,Apaxtla,municipality,8
1990,Guerrero,Arcelia,municipality,31
1990,Guerrero,Atenango del Río,municipality, 
1990,Guerrero,Atlamajalcingo del Monte,municipality, 
1990,Guerrero,Atlixtac,municipality,9
1990,Guerrero,Atoyac de Álvarez,municipality,4
1990,Guerrero,Ayutla de los Libres,municipality,23
1990,Guerrero,Azoyú,municipality,15
1990,Guerrero,Benito Juárez,municipality,2
1990,Guerrero,Buenavista de Cuéllar,municipality, 
1990,Guerrero,Coahuayutla de José María Izazaga,municipality, 
1990,Guerrero,Cocula,municipality,3
1990,Guerrero,Copala,municipality,2
1990,Guerrero,Copalillo,municipality,2
1990,Guerrero,Copanatoyac,municipality,14
1990,Guerrero,Coyuca de Benítez,municipality,8
1990,Guerrero,Coyuca de Catalán,municipality,12
1990,Guerrero,Cuajinicuilapa,municipality,9
1990,Guerrero,Cualác,municipality,1
1990,Guerrero,Cuautepec,municipality, 
1990,Guerrero,Cuetzala del Progreso,municipality,4
1990,Guerrero,Cutzamala de Pinzón,municipality,15
1990,Guerrero,Chilapa de Álvarez,municipality,37
1990,Guerrero,Chilpancingo de los Bravo,municipality,49
1990,Guerrero,Florencio Villarreal,municipality,2
1990,Guerrero,General Canuto A,municipality,4
1990,Guerrero,General Heliodoro Castillo,municipality,10
1990,Guerrero,Huamuxtitlán,municipality,3
1990,Guerrero,Huitzuco de los Figueroa,municipality,9
1990,Guerrero,Iguala de la Independencia,municipality,61
1990,Guerrero,Igualapa,municipality,5
1990,Guerrero,Ixcateopan de Cuauhtémoc,municipality,1
1990,Guerrero,Zihuatanejo de Azueta,municipality,25
1990,Guerrero,Juan R,municipality,3
1990,Guerrero,Leonardo Bravo,municipality,3
1990,Guerrero,Malinaltepec,municipality,8
1990,Guerrero,Mártir de Cuilapan,municipality,3
1990,Guerrero,Metlatónoc,municipality,8
1990,Guerrero,Mochitlán,municipality,4
1990,Guerrero,Olinalá,municipality,6
1990,Guerrero,Ometepec,municipality,23
1990,Guerrero,Pedro Ascencio Alquisiras,municipality,3
1990,Guerrero,Petatlán,municipality,9
1990,Guerrero,Pilcaya,municipality, 
1990,Guerrero,Pungarabato,municipality,17
1990,Guerrero,Quechultenango,municipality,9
1990,Guerrero,San Luis Acatlán,municipality,7
1990,Guerrero,San Marcos,municipality,7
1990,Guerrero,San Miguel Totolapan,municipality,22
1990,Guerrero,Taxco de Alarcón,municipality,26
1990,Guerrero,Tecoanapa,municipality,8
1990,Guerrero,Técpan de Galeana,municipality,8
1990,Guerrero,Teloloapan,municipality,21
1990,Guerrero,Tepecoacuilco de Trujano,municipality,1
1990,Guerrero,Tetipac,municipality,2
1990,Guerrero,Tixtla de Guerrero,municipality,13
1990,Guerrero,Tlacoachistlahuaca,municipality,4
1990,Guerrero,Tlacoapa,municipality,2
1990,Guerrero,Tlalchapa,municipality,5
1990,Guerrero,Tlalixtaquilla de Maldonado,municipality,1
1990,Guerrero,Tlapa de Comonfort,municipality,10
1990,Guerrero,Tlapehuala,municipality,5
1990,Guerrero,La Unión de Isidoro Montes de Oca,municipality,3
1990,Guerrero,Xalpatláhuac,municipality, 
1990,Guerrero,Xochihuehuetlán,municipality,2
1990,Guerrero,Xochistlahuaca,municipality,5
1990,Guerrero,Zapotitlán Tablas,municipality,8
1990,Guerrero,Zirándaro,municipality,1
1990,Guerrero,Zitlala,municipality,2
1990,Guerrero,Eduardo Neri,municipality,3
1990,Guerrero,Acatepec,municipality, 
1990,Guerrero,Marquelia,municipality, 
1990,Guerrero,Cochoapa el Grande,municipality, 
1990,Guerrero,José Joaquín de Herrera,municipality, 
1990,Guerrero,Juchitán,municipality, 
1990,Guerrero,Iliatenco,municipality, 
1990,Guerrero,Ñuu Savi,municipality, 
1990,Guerrero,San Nicolás,municipality, 
1990,Guerrero,No especificado,municipality,6
1990,Hidalgo,Hidalgo,state,202
1990,Hidalgo,Acatlán,municipality, 
1990,Hidalgo,Acaxochitlán,municipality,2
1990,Hidalgo,Actopan,municipality,2
1990,Hidalgo,Agua Blanca de Iturbide,municipality,6
1990,Hidalgo,Ajacuba,municipality, 
1990,Hidalgo,Alfajayucan,municipality,1
1990,Hidalgo,Almoloya,municipality,3
1990,Hidalgo,Apan,municipality,3
1990,Hidalgo,El Arenal,municipality,1
1990,Hidalgo,Atitalaquia,municipality, 
1990,Hidalgo,Atlapexco,municipality,2
1990,Hidalgo,Atotonilco el Grande,municipality,4
1990,Hidalgo,Atotonilco de Tula,municipality, 
1990,Hidalgo,Calnali,municipality,2
1990,Hidalgo,Cardonal,municipality,1
1990,Hidalgo,Cuautepec de Hinojosa,municipality,7
1990,Hidalgo,Chapantongo,municipality,2
1990,Hidalgo,Chapulhuacán,municipality,2
1990,Hidalgo,Chilcuautla,municipality, 
1990,Hidalgo,Eloxochitlán,municipality, 
1990,Hidalgo,Emiliano Zapata,municipality,1
1990,Hidalgo,Epazoyucan,municipality,1
1990,Hidalgo,Francisco I,municipality, 
1990,Hidalgo,Huasca de Ocampo,municipality, 
1990,Hidalgo,Huautla,municipality,1
1990,Hidalgo,Huazalingo,municipality, 
1990,Hidalgo,Huehuetla,municipality,5
1990,Hidalgo,Huejutla de Reyes,municipality,10
1990,Hidalgo,Huichapan,municipality, 
1990,Hidalgo,Ixmiquilpan,municipality,3
1990,Hidalgo,Jacala de Ledezma,municipality,6
1990,Hidalgo,Jaltocán,municipality,1
1990,Hidalgo,Juárez Hidalgo,municipality, 
1990,Hidalgo,Lolotla,municipality, 
1990,Hidalgo,Metepec,municipality,1
1990,Hidalgo,San Agustín Metzquititlán,municipality,2
1990,Hidalgo,Metztitlán,municipality,3
1990,Hidalgo,Mineral del Chico,municipality, 
1990,Hidalgo,Mineral del Monte,municipality, 
1990,Hidalgo,La Misión,municipality,8
1990,Hidalgo,Mixquiahuala de Juárez,municipality, 
1990,Hidalgo,Molango de Escamilla,municipality, 
1990,Hidalgo,Nicolás Flores,municipality, 
1990,Hidalgo,Nopala de Villagrán,municipality,1
1990,Hidalgo,Omitlán de Juárez,municipality, 
1990,Hidalgo,San Felipe Orizatlán,municipality,5
1990,Hidalgo,Pacula,municipality,1
1990,Hidalgo,Pachuca de Soto,municipality,24
1990,Hidalgo,Pisaflores,municipality,4
1990,Hidalgo,Progreso de Obregón,municipality, 
1990,Hidalgo,Mineral de la Reforma,municipality, 
1990,Hidalgo,San Agustín Tlaxiaca,municipality,3
1990,Hidalgo,San Bartolo Tutotepec,municipality,19
1990,Hidalgo,San Salvador,municipality,1
1990,Hidalgo,Santiago de Anaya,municipality, 
1990,Hidalgo,Santiago Tulantepec de Lugo Guerrero,municipality,3
1990,Hidalgo,Singuilucan,municipality, 
1990,Hidalgo,Tasquillo,municipality,1
1990,Hidalgo,Tecozautla,municipality,1
1990,Hidalgo,Tenango de Doria,municipality,2
1990,Hidalgo,Tepeapulco,municipality,3
1990,Hidalgo,Tepehuacán de Guerrero,municipality,2
1990,Hidalgo,Tepeji del Río de Ocampo,municipality,5
1990,Hidalgo,Tepetitlán,municipality, 
1990,Hidalgo,Tetepango,municipality,1
1990,Hidalgo,Villa de Tezontepec,municipality,1
1990,Hidalgo,Tezontepec de Aldama,municipality, 
1990,Hidalgo,Tianguistengo,municipality, 
1990,Hidalgo,Tizayuca,municipality, 
1990,Hidalgo,Tlahuelilpan,municipality, 
1990,Hidalgo,Tlahuiltepa,municipality,2
1990,Hidalgo,Tlanalapa,municipality, 
1990,Hidalgo,Tlanchinol,municipality, 
1990,Hidalgo,Tlaxcoapan,municipality, 
1990,Hidalgo,Tolcayuca,municipality,1
1990,Hidalgo,Tula de Allende,municipality,6
1990,Hidalgo,Tulancingo de Bravo,municipality,16
1990,Hidalgo,Xochiatipan,municipality,2
1990,Hidalgo,Xochicoatlán,municipality,1
1990,Hidalgo,Yahualica,municipality,6
1990,Hidalgo,Zacualtipán de Ángeles,municipality,3
1990,Hidalgo,Zapotlán de Juárez,municipality, 
1990,Hidalgo,Zempoala,municipality,5
1990,Hidalgo,Zimapán,municipality,3
1990,Hidalgo,No especificado,municipality, 
1990,Jalisco,Jalisco,state,832
1990,Jalisco,Acatic,municipality, 
1990,Jalisco,Acatlán de Juárez,municipality,1
1990,Jalisco,Ahualulco de Mercado,municipality,1
1990,Jalisco,Amacueca,municipality,1
1990,Jalisco,Amatitán,municipality,1
1990,Jalisco,Ameca,municipality,12
1990,Jalisco,San Juanito de Escobedo,municipality, 
1990,Jalisco,Arandas,municipality,4
1990,Jalisco,El Arenal,municipality,2
1990,Jalisco,Atemajac de Brizuela,municipality,1
1990,Jalisco,Atengo,municipality, 
1990,Jalisco,Atenguillo,municipality, 
1990,Jalisco,Atotonilco el Alto,municipality,2
1990,Jalisco,Atoyac,municipality,1
1990,Jalisco,Autlán de Navarro,municipality,2
1990,Jalisco,Ayotlán,municipality,1
1990,Jalisco,Ayutla,municipality,2
1990,Jalisco,La Barca,municipality,4
1990,Jalisco,Bolaños,municipality, 
1990,Jalisco,Cabo Corrientes,municipality, 
1990,Jalisco,Casimiro Castillo,municipality,2
1990,Jalisco,Cihuatlán,municipality,6
1990,Jalisco,Zapotlán el Grande,municipality, 
1990,Jalisco,Cocula,municipality, 
1990,Jalisco,Colotlán,municipality, 
