Year,State,Municipality,Type,Homicides
2000,Sonora,Imuris,municipality,1
2000,Sonora,Magdalena,municipality,3
2000,Sonora,Mazatán,municipality, 
2000,Sonora,Moctezuma,municipality, 
2000,Sonora,Naco,municipality,4
2000,Sonora,Nácori Chico,municipality, 
2000,Sonora,Nacozari de García,municipality, 
2000,Sonora,Navojoa,municipality,11
2000,Sonora,Nogales,municipality,19
2000,Sonora,Onavas,municipality, 
2000,Sonora,Opodepe,municipality, 
2000,Sonora,Oquitoa,municipality, 
2000,Sonora,Pitiquito,municipality, 
2000,Sonora,Puerto Peñasco,municipality,3
2000,Sonora,Quiriego,municipality, 
2000,Sonora,Rayón,municipality, 
2000,Sonora,Rosario,municipality,2
2000,Sonora,Sahuaripa,municipality,1
2000,Sonora,San Javier,municipality, 
2000,Sonora,San Luis Río Colorado,municipality,18
2000,Sonora,San Miguel de Horcasitas,municipality,1
2000,Sonora,San Pedro de la Cueva,municipality, 
2000,Sonora,Santa Ana,municipality, 
2000,Sonora,Santa Cruz,municipality, 
2000,Sonora,Sáric,municipality,1
2000,Sonora,Soyopa,municipality, 
2000,Sonora,Suaqui Grande,municipality, 
2000,Sonora,Tepache,municipality, 
2000,Sonora,Trincheras,municipality,1
2000,Sonora,Tubutama,municipality, 
2000,Sonora,Ures,municipality, 
2000,Sonora,Villa Hidalgo,municipality, 
2000,Sonora,Villa Pesqueira,municipality, 
2000,Sonora,Yécora,municipality,2
2000,Sonora,General Plutarco Elías Calles,municipality,5
2000,Sonora,Benito Juárez,municipality,1
2000,Sonora,San Ignacio Río Muerto,municipality,1
2000,Sonora,No especificado,municipality, 
2000,Tabasco,Tabasco,state,93
2000,Tabasco,Balancán,municipality,4
2000,Tabasco,Cárdenas,municipality,12
2000,Tabasco,Centla,municipality,5
2000,Tabasco,Centro,municipality,24
2000,Tabasco,Comalcalco,municipality,6
2000,Tabasco,Cunduacán,municipality,3
2000,Tabasco,Emiliano Zapata,municipality, 
2000,Tabasco,Huimanguillo,municipality,18
2000,Tabasco,Jalapa,municipality, 
2000,Tabasco,Jalpa de Méndez,municipality,3
2000,Tabasco,Jonuta,municipality,1
2000,Tabasco,Macuspana,municipality,3
2000,Tabasco,Nacajuca,municipality,3
2000,Tabasco,Paraíso,municipality,2
2000,Tabasco,Tacotalpa,municipality,3
2000,Tabasco,Teapa,municipality, 
2000,Tabasco,Tenosique,municipality,6
2000,Tabasco,No especificado,municipality, 
2000,Tamaulipas,Tamaulipas,state,264
2000,Tamaulipas,Abasolo,municipality,4
2000,Tamaulipas,Aldama,municipality,2
2000,Tamaulipas,Altamira,municipality,3
2000,Tamaulipas,Antiguo Morelos,municipality,1
2000,Tamaulipas,Burgos,municipality, 
2000,Tamaulipas,Bustamante,municipality,1
2000,Tamaulipas,Camargo,municipality,2
2000,Tamaulipas,Casas,municipality,1
2000,Tamaulipas,Ciudad Madero,municipality,2
2000,Tamaulipas,Cruillas,municipality, 
2000,Tamaulipas,Gómez Farías,municipality, 
2000,Tamaulipas,González,municipality,1
2000,Tamaulipas,Güémez,municipality,2
2000,Tamaulipas,Guerrero,municipality,2
2000,Tamaulipas,Gustavo Díaz Ordaz,municipality,3
2000,Tamaulipas,Hidalgo,municipality,3
2000,Tamaulipas,Jaumave,municipality,2
2000,Tamaulipas,Jiménez,municipality, 
2000,Tamaulipas,Llera,municipality, 
2000,Tamaulipas,Mainero,municipality,1
2000,Tamaulipas,El Mante,municipality,1
2000,Tamaulipas,Matamoros,municipality,47
2000,Tamaulipas,Méndez,municipality, 
2000,Tamaulipas,Mier,municipality, 
2000,Tamaulipas,Miguel Alemán,municipality,10
2000,Tamaulipas,Miquihuana,municipality, 
2000,Tamaulipas,Nuevo Laredo,municipality,68
2000,Tamaulipas,Nuevo Morelos,municipality, 
2000,Tamaulipas,Ocampo,municipality,1
2000,Tamaulipas,Padilla,municipality,1
2000,Tamaulipas,Palmillas,municipality,1
2000,Tamaulipas,Reynosa,municipality,48
2000,Tamaulipas,Río Bravo,municipality,13
2000,Tamaulipas,San Carlos,municipality, 
2000,Tamaulipas,San Fernando,municipality,2
2000,Tamaulipas,San Nicolás,municipality,1
2000,Tamaulipas,Soto la Marina,municipality,2
2000,Tamaulipas,Tampico,municipality,19
2000,Tamaulipas,Tula,municipality,2
2000,Tamaulipas,Valle Hermoso,municipality,3
2000,Tamaulipas,Victoria,municipality,15
2000,Tamaulipas,Villagrán,municipality, 
2000,Tamaulipas,Xicoténcatl,municipality, 
2000,Tamaulipas,No especificado,municipality, 
2000,Tlaxcala,Tlaxcala,state,56
2000,Tlaxcala,Amaxac de Guerrero,municipality,1
2000,Tlaxcala,Apetatitlán de Antonio Carvajal,municipality, 
2000,Tlaxcala,Atlangatepec,municipality,1
2000,Tlaxcala,Atltzayanca,municipality, 
2000,Tlaxcala,Apizaco,municipality,5
2000,Tlaxcala,Calpulalpan,municipality,1
2000,Tlaxcala,El Carmen Tequexquitla,municipality, 
2000,Tlaxcala,Cuapiaxtla,municipality, 
2000,Tlaxcala,Cuaxomulco,municipality, 
2000,Tlaxcala,Chiautempan,municipality,2
2000,Tlaxcala,Muñoz de Domingo Arenas,municipality, 
2000,Tlaxcala,Españita,municipality, 
2000,Tlaxcala,Huamantla,municipality,2
2000,Tlaxcala,Hueyotlipan,municipality, 
2000,Tlaxcala,Ixtacuixtla de Mariano Matamoros,municipality,2
2000,Tlaxcala,Ixtenco,municipality, 
2000,Tlaxcala,Mazatecochco de José María Morelos,municipality, 
2000,Tlaxcala,Contla de Juan Cuamatzi,municipality,1
2000,Tlaxcala,Tepetitla de Lardizábal,municipality,2
2000,Tlaxcala,Sanctórum de Lázaro Cárdenas,municipality, 
2000,Tlaxcala,Nanacamilpa de Mariano Arista,municipality, 
2000,Tlaxcala,Acuamanala de Miguel Hidalgo,municipality,1
2000,Tlaxcala,Natívitas,municipality,2
2000,Tlaxcala,Panotla,municipality,1
2000,Tlaxcala,San Pablo del Monte,municipality,1
2000,Tlaxcala,Santa Cruz Tlaxcala,municipality,1
2000,Tlaxcala,Tenancingo,municipality,3
2000,Tlaxcala,Teolocholco,municipality, 
2000,Tlaxcala,Tepeyanco,municipality, 
2000,Tlaxcala,Terrenate,municipality, 
2000,Tlaxcala,Tetla de la Solidaridad,municipality,8
2000,Tlaxcala,Tetlatlahuca,municipality,1
2000,Tlaxcala,Tlaxcala,municipality,10
2000,Tlaxcala,Tlaxco,municipality,1
2000,Tlaxcala,Tocatlán,municipality, 
2000,Tlaxcala,Totolac,municipality,1
2000,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,municipality, 
2000,Tlaxcala,Tzompantepec,municipality, 
2000,Tlaxcala,Xaloztoc,municipality, 
2000,Tlaxcala,Xaltocan,municipality,2
2000,Tlaxcala,Papalotla de Xicohténcatl,municipality,2
2000,Tlaxcala,Xicohtzinco,municipality,1
2000,Tlaxcala,Yauhquemehcan,municipality, 
2000,Tlaxcala,Zacatelco,municipality,1
2000,Tlaxcala,Benito Juárez,municipality, 
2000,Tlaxcala,Emiliano Zapata,municipality, 
2000,Tlaxcala,Lázaro Cárdenas,municipality, 
2000,Tlaxcala,La Magdalena Tlaltelulco,municipality,1
2000,Tlaxcala,San Damián Texóloc,municipality, 
2000,Tlaxcala,San Francisco Tetlanohcan,municipality, 
2000,Tlaxcala,San Jerónimo Zacualpan,municipality, 
2000,Tlaxcala,San José Teacalco,municipality, 
2000,Tlaxcala,San Juan Huactzinco,municipality,1
2000,Tlaxcala,San Lorenzo Axocomanitla,municipality, 
2000,Tlaxcala,San Lucas Tecopilco,municipality, 
2000,Tlaxcala,Santa Ana Nopalucan,municipality, 
2000,Tlaxcala,Santa Apolonia Teacalco,municipality,1
2000,Tlaxcala,Santa Catarina Ayometla,municipality, 
2000,Tlaxcala,Santa Cruz Quilehtla,municipality, 
2000,Tlaxcala,Santa Isabel Xiloxoxtla,municipality, 
2000,Tlaxcala,No especificado,municipality, 
2000,Veracruz de Ignacio de la Llave,Veracruz de Ignacio de la Llave,state,423
2000,Veracruz de Ignacio de la Llave,Acajete,municipality, 
2000,Veracruz de Ignacio de la Llave,Acatlán,municipality, 
2000,Veracruz de Ignacio de la Llave,Acayucan,municipality,4
2000,Veracruz de Ignacio de la Llave,Actopan,municipality,2
2000,Veracruz de Ignacio de la Llave,Acula,municipality, 
2000,Veracruz de Ignacio de la Llave,Acultzingo,municipality,3
2000,Veracruz de Ignacio de la Llave,Camarón de Tejeda,municipality, 
2000,Veracruz de Ignacio de la Llave,Alpatláhuac,municipality, 
2000,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,municipality,1
2000,Veracruz de Ignacio de la Llave,Altotonga,municipality,11
2000,Veracruz de Ignacio de la Llave,Alvarado,municipality, 
2000,Veracruz de Ignacio de la Llave,Amatitlán,municipality,1
2000,Veracruz de Ignacio de la Llave,Naranjos Amatlán,municipality,1
2000,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,municipality,6
2000,Veracruz de Ignacio de la Llave,Angel R,municipality,1
2000,Veracruz de Ignacio de la Llave,La Antigua,municipality, 
2000,Veracruz de Ignacio de la Llave,Apazapan,municipality, 
2000,Veracruz de Ignacio de la Llave,Aquila,municipality, 
2000,Veracruz de Ignacio de la Llave,Astacinga,municipality,1
2000,Veracruz de Ignacio de la Llave,Atlahuilco,municipality, 
2000,Veracruz de Ignacio de la Llave,Atoyac,municipality,3
2000,Veracruz de Ignacio de la Llave,Atzacan,municipality, 
2000,Veracruz de Ignacio de la Llave,Atzalan,municipality,6
2000,Veracruz de Ignacio de la Llave,Tlaltetela,municipality,1
2000,Veracruz de Ignacio de la Llave,Ayahualulco,municipality,1
2000,Veracruz de Ignacio de la Llave,Banderilla,municipality, 
2000,Veracruz de Ignacio de la Llave,Benito Juárez,municipality, 
2000,Veracruz de Ignacio de la Llave,Boca del Río,municipality,2
2000,Veracruz de Ignacio de la Llave,Calcahualco,municipality,2
2000,Veracruz de Ignacio de la Llave,Camerino Z,municipality, 
2000,Veracruz de Ignacio de la Llave,Carrillo Puerto,municipality, 
2000,Veracruz de Ignacio de la Llave,Catemaco,municipality,3
2000,Veracruz de Ignacio de la Llave,Cazones de Herrera,municipality, 
2000,Veracruz de Ignacio de la Llave,Cerro Azul,municipality,1
2000,Veracruz de Ignacio de la Llave,Citlaltépetl,municipality,1
2000,Veracruz de Ignacio de la Llave,Coacoatzintla,municipality,1
2000,Veracruz de Ignacio de la Llave,Coahuitlán,municipality,1
2000,Veracruz de Ignacio de la Llave,Coatepec,municipality,2
2000,Veracruz de Ignacio de la Llave,Coatzacoalcos,municipality,15
2000,Veracruz de Ignacio de la Llave,Coatzintla,municipality,2
2000,Veracruz de Ignacio de la Llave,Coetzala,municipality, 
2000,Veracruz de Ignacio de la Llave,Colipa,municipality, 
2000,Veracruz de Ignacio de la Llave,Comapa,municipality, 
2000,Veracruz de Ignacio de la Llave,Córdoba,municipality,10
2000,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,municipality,2
2000,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,municipality,1
2000,Veracruz de Ignacio de la Llave,Coscomatepec,municipality,4
2000,Veracruz de Ignacio de la Llave,Cosoleacaque,municipality,3
2000,Veracruz de Ignacio de la Llave,Cotaxtla,municipality, 
2000,Veracruz de Ignacio de la Llave,Coxquihui,municipality, 
2000,Veracruz de Ignacio de la Llave,Coyutla,municipality,1
2000,Veracruz de Ignacio de la Llave,Cuichapa,municipality, 
2000,Veracruz de Ignacio de la Llave,Cuitláhuac,municipality,1
2000,Veracruz de Ignacio de la Llave,Chacaltianguis,municipality,1
2000,Veracruz de Ignacio de la Llave,Chalma,municipality,2
2000,Veracruz de Ignacio de la Llave,Chiconamel,municipality, 
2000,Veracruz de Ignacio de la Llave,Chiconquiaco,municipality,1
2000,Veracruz de Ignacio de la Llave,Chicontepec,municipality,5
2000,Veracruz de Ignacio de la Llave,Chinameca,municipality, 
2000,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,municipality, 
2000,Veracruz de Ignacio de la Llave,Las Choapas,municipality,10
2000,Veracruz de Ignacio de la Llave,Chocamán,municipality, 
2000,Veracruz de Ignacio de la Llave,Chontla,municipality,1
2000,Veracruz de Ignacio de la Llave,Chumatlán,municipality, 
2000,Veracruz de Ignacio de la Llave,Emiliano Zapata,municipality,4
2000,Veracruz de Ignacio de la Llave,Espinal,municipality, 
2000,Veracruz de Ignacio de la Llave,Filomeno Mata,municipality, 
2000,Veracruz de Ignacio de la Llave,Fortín,municipality,1
2000,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,municipality, 
2000,Veracruz de Ignacio de la Llave,Hidalgotitlán,municipality,5
2000,Veracruz de Ignacio de la Llave,Huatusco,municipality,1
2000,Veracruz de Ignacio de la Llave,Huayacocotla,municipality,3
2000,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,municipality,3
2000,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,municipality, 
2000,Veracruz de Ignacio de la Llave,Ignacio de la Llave,municipality, 
2000,Veracruz de Ignacio de la Llave,Ilamatlán,municipality,3
2000,Veracruz de Ignacio de la Llave,Isla,municipality,3
2000,Veracruz de Ignacio de la Llave,Ixcatepec,municipality, 
2000,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,municipality, 
2000,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,municipality,1
2000,Veracruz de Ignacio de la Llave,Ixhuatlancillo,municipality, 
2000,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,municipality, 
2000,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,municipality,1
2000,Veracruz de Ignacio de la Llave,Ixmatlahuacan,municipality,1
2000,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,municipality,1
2000,Veracruz de Ignacio de la Llave,Jalacingo,municipality,5
2000,Veracruz de Ignacio de la Llave,Xalapa,municipality,18
2000,Veracruz de Ignacio de la Llave,Jalcomulco,municipality, 
2000,Veracruz de Ignacio de la Llave,Jáltipan,municipality,3
2000,Veracruz de Ignacio de la Llave,Jamapa,municipality, 
2000,Veracruz de Ignacio de la Llave,Jesús Carranza,municipality,5
2000,Veracruz de Ignacio de la Llave,Xico,municipality,3
2000,Veracruz de Ignacio de la Llave,Jilotepec,municipality, 
2000,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,municipality,3
2000,Veracruz de Ignacio de la Llave,Juchique de Ferrer,municipality,1
2000,Veracruz de Ignacio de la Llave,Landero y Coss,municipality, 
2000,Veracruz de Ignacio de la Llave,Lerdo de Tejada,municipality, 
2000,Veracruz de Ignacio de la Llave,Magdalena,municipality,1
2000,Veracruz de Ignacio de la Llave,Maltrata,municipality,1
2000,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,municipality, 
2000,Veracruz de Ignacio de la Llave,Mariano Escobedo,municipality,1
2000,Veracruz de Ignacio de la Llave,Martínez de la Torre,municipality,28
2000,Veracruz de Ignacio de la Llave,Mecatlán,municipality,1
2000,Veracruz de Ignacio de la Llave,Mecayapan,municipality, 
2000,Veracruz de Ignacio de la Llave,Medellín de Bravo,municipality, 
2000,Veracruz de Ignacio de la Llave,Miahuatlán,municipality, 
2000,Veracruz de Ignacio de la Llave,Las Minas,municipality, 
2000,Veracruz de Ignacio de la Llave,Minatitlán,municipality,12
2000,Veracruz de Ignacio de la Llave,Misantla,municipality,3
2000,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,municipality,3
2000,Veracruz de Ignacio de la Llave,Moloacán,municipality,2
2000,Veracruz de Ignacio de la Llave,Naolinco,municipality, 
2000,Veracruz de Ignacio de la Llave,Naranjal,municipality,1
2000,Veracruz de Ignacio de la Llave,Nautla,municipality,2
2000,Veracruz de Ignacio de la Llave,Nogales,municipality, 
2000,Veracruz de Ignacio de la Llave,Oluta,municipality,1
2000,Veracruz de Ignacio de la Llave,Omealca,municipality, 
2000,Veracruz de Ignacio de la Llave,Orizaba,municipality,9
2000,Veracruz de Ignacio de la Llave,Otatitlán,municipality,1
2000,Veracruz de Ignacio de la Llave,Oteapan,municipality, 
2000,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,municipality, 
2000,Veracruz de Ignacio de la Llave,Pajapan,municipality, 
2000,Veracruz de Ignacio de la Llave,Pánuco,municipality,5
2000,Veracruz de Ignacio de la Llave,Papantla,municipality,6
2000,Veracruz de Ignacio de la Llave,Paso del Macho,municipality,3
2000,Veracruz de Ignacio de la Llave,Paso de Ovejas,municipality,2
2000,Veracruz de Ignacio de la Llave,La Perla,municipality, 
2000,Veracruz de Ignacio de la Llave,Perote,municipality,2
2000,Veracruz de Ignacio de la Llave,Platón Sánchez,municipality, 
2000,Veracruz de Ignacio de la Llave,Playa Vicente,municipality,10
2000,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,municipality,28
2000,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,municipality, 
2000,Veracruz de Ignacio de la Llave,Pueblo Viejo,municipality,2
2000,Veracruz de Ignacio de la Llave,Puente Nacional,municipality, 
2000,Veracruz de Ignacio de la Llave,Rafael Delgado,municipality,1
2000,Veracruz de Ignacio de la Llave,Rafael Lucio,municipality, 
2000,Veracruz de Ignacio de la Llave,Los Reyes,municipality, 
2000,Veracruz de Ignacio de la Llave,Río Blanco,municipality,4
2000,Veracruz de Ignacio de la Llave,Saltabarranca,municipality, 
2000,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,municipality, 
2000,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,municipality,1
2000,Veracruz de Ignacio de la Llave,San Juan Evangelista,municipality,4
2000,Veracruz de Ignacio de la Llave,Santiago Tuxtla,municipality,3
2000,Veracruz de Ignacio de la Llave,Sayula de Alemán,municipality,1
2000,Veracruz de Ignacio de la Llave,Soconusco,municipality, 
2000,Veracruz de Ignacio de la Llave,Sochiapa,municipality, 
2000,Veracruz de Ignacio de la Llave,Soledad Atzompa,municipality, 
2000,Veracruz de Ignacio de la Llave,Soledad de Doblado,municipality, 
2000,Veracruz de Ignacio de la Llave,Soteapan,municipality,4
2000,Veracruz de Ignacio de la Llave,Tamalín,municipality, 
2000,Veracruz de Ignacio de la Llave,Tamiahua,municipality, 
2000,Veracruz de Ignacio de la Llave,Tampico Alto,municipality, 
2000,Veracruz de Ignacio de la Llave,Tancoco,municipality, 
2000,Veracruz de Ignacio de la Llave,Tantima,municipality,1
2000,Veracruz de Ignacio de la Llave,Tantoyuca,municipality,3
2000,Veracruz de Ignacio de la Llave,Tatatila,municipality, 
2000,Veracruz de Ignacio de la Llave,Castillo de Teayo,municipality,1
2000,Veracruz de Ignacio de la Llave,Tecolutla,municipality, 
2000,Veracruz de Ignacio de la Llave,Tehuipango,municipality,1
2000,Veracruz de Ignacio de la Llave,Álamo Temapache,municipality,12
2000,Veracruz de Ignacio de la Llave,Tempoal,municipality,2
2000,Veracruz de Ignacio de la Llave,Tenampa,municipality,1
2000,Veracruz de Ignacio de la Llave,Tenochtitlán,municipality,4
2000,Veracruz de Ignacio de la Llave,Teocelo,municipality, 
2000,Veracruz de Ignacio de la Llave,Tepatlaxco,municipality, 
2000,Veracruz de Ignacio de la Llave,Tepetlán,municipality, 
2000,Veracruz de Ignacio de la Llave,Tepetzintla,municipality,1
2000,Veracruz de Ignacio de la Llave,Tequila,municipality, 
2000,Veracruz de Ignacio de la Llave,José Azueta,municipality,4
2000,Veracruz de Ignacio de la Llave,Texcatepec,municipality, 
2000,Veracruz de Ignacio de la Llave,Texhuacán,municipality, 
2000,Veracruz de Ignacio de la Llave,Texistepec,municipality, 
2000,Veracruz de Ignacio de la Llave,Tezonapa,municipality,6
2000,Veracruz de Ignacio de la Llave,Tierra Blanca,municipality,12
2000,Veracruz de Ignacio de la Llave,Tihuatlán,municipality,1
2000,Veracruz de Ignacio de la Llave,Tlacojalpan,municipality,1
2000,Veracruz de Ignacio de la Llave,Tlacolulan,municipality,4
2000,Veracruz de Ignacio de la Llave,Tlacotalpan,municipality,1
2000,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,municipality, 
2000,Veracruz de Ignacio de la Llave,Tlachichilco,municipality, 
2000,Veracruz de Ignacio de la Llave,Tlalixcoyan,municipality,1
2000,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,municipality, 
2000,Veracruz de Ignacio de la Llave,Tlapacoyan,municipality,4
2000,Veracruz de Ignacio de la Llave,Tlaquilpa,municipality, 
2000,Veracruz de Ignacio de la Llave,Tlilapan,municipality, 
2000,Veracruz de Ignacio de la Llave,Tomatlán,municipality, 
2000,Veracruz de Ignacio de la Llave,Tonayán,municipality, 
2000,Veracruz de Ignacio de la Llave,Totutla,municipality, 
2000,Veracruz de Ignacio de la Llave,Tuxpan,municipality,4
2000,Veracruz de Ignacio de la Llave,Tuxtilla,municipality, 
2000,Veracruz de Ignacio de la Llave,Ursulo Galván,municipality, 
2000,Veracruz de Ignacio de la Llave,Vega de Alatorre,municipality, 
2000,Veracruz de Ignacio de la Llave,Veracruz,municipality,17
2000,Veracruz de Ignacio de la Llave,Villa Aldama,municipality, 
2000,Veracruz de Ignacio de la Llave,Xoxocotla,municipality, 
2000,Veracruz de Ignacio de la Llave,Yanga,municipality,3
2000,Veracruz de Ignacio de la Llave,Yecuatla,municipality,3
2000,Veracruz de Ignacio de la Llave,Zacualpan,municipality,1
2000,Veracruz de Ignacio de la Llave,Zaragoza,municipality, 
2000,Veracruz de Ignacio de la Llave,Zentla,municipality, 
2000,Veracruz de Ignacio de la Llave,Zongolica,municipality, 
2000,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,municipality, 
2000,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,municipality, 
2000,Veracruz de Ignacio de la Llave,Agua Dulce,municipality,2
2000,Veracruz de Ignacio de la Llave,El Higo,municipality, 
2000,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,municipality,1
2000,Veracruz de Ignacio de la Llave,Tres Valles,municipality,5
2000,Veracruz de Ignacio de la Llave,Carlos A,municipality,2
2000,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,municipality, 
2000,Veracruz de Ignacio de la Llave,Uxpanapa,municipality,3
2000,Veracruz de Ignacio de la Llave,San Rafael,municipality, 
2000,Veracruz de Ignacio de la Llave,Santiago Sochiapan,municipality, 
2000,Veracruz de Ignacio de la Llave,No especificado,municipality,1
2000,Yucatán,Yucatán,state,43
2000,Yucatán,Abalá,municipality, 
2000,Yucatán,Acanceh,municipality, 
2000,Yucatán,Akil,municipality,1
2000,Yucatán,Baca,municipality, 
2000,Yucatán,Bokobá,municipality, 
2000,Yucatán,Buctzotz,municipality, 
2000,Yucatán,Cacalchén,municipality, 
2000,Yucatán,Calotmul,municipality, 
2000,Yucatán,Cantamayec,municipality, 
2000,Yucatán,Celestún,municipality,1
2000,Yucatán,Cenotillo,municipality, 
2000,Yucatán,Conkal,municipality, 
2000,Yucatán,Chacsinkín,municipality, 
2000,Yucatán,Chankom,municipality, 
2000,Yucatán,Chapab,municipality, 
2000,Yucatán,Chemax,municipality, 
2000,Yucatán,Chicxulub Pueblo,municipality, 
2000,Yucatán,Chichimilá,municipality, 
2000,Yucatán,Chocholá,municipality, 
2000,Yucatán,Chumayel,municipality, 
2000,Yucatán,Dzemul,municipality, 
2000,Yucatán,Dzidzantún,municipality, 
2000,Yucatán,Dzilam de Bravo,municipality, 
2000,Yucatán,Dzilam González,municipality, 
2000,Yucatán,Dzitás,municipality, 
2000,Yucatán,Espita,municipality, 
2000,Yucatán,Halachó,municipality, 
2000,Yucatán,Hocabá,municipality, 
2000,Yucatán,Hoctún,municipality, 
2000,Yucatán,Huhí,municipality, 
2000,Yucatán,Hunucmá,municipality, 
2000,Yucatán,Izamal,municipality, 
2000,Yucatán,Kanasín,municipality,1
2000,Yucatán,Kantunil,municipality, 
2000,Yucatán,Kinchil,municipality, 
2000,Yucatán,Kopomá,municipality, 
2000,Yucatán,Mama,municipality, 
2000,Yucatán,Maní,municipality, 
2000,Yucatán,Maxcanú,municipality, 
2000,Yucatán,Mayapán,municipality, 
2000,Yucatán,Mérida,municipality,27
2000,Yucatán,Mocochá,municipality, 
2000,Yucatán,Motul,municipality, 
2000,Yucatán,Muna,municipality, 
2000,Yucatán,Muxupip,municipality,1
2000,Yucatán,Opichén,municipality, 
2000,Yucatán,Oxkutzcab,municipality, 
2000,Yucatán,Panabá,municipality, 
2000,Yucatán,Peto,municipality, 
2000,Yucatán,Progreso,municipality,2
2000,Yucatán,Río Lagartos,municipality, 
2000,Yucatán,Sacalum,municipality, 
2000,Yucatán,Samahil,municipality, 
2000,Yucatán,Sanahcat,municipality, 
2000,Yucatán,Santa Elena,municipality, 
2000,Yucatán,Seyé,municipality, 
2000,Yucatán,Sinanché,municipality, 
2000,Yucatán,Sotuta,municipality, 
2000,Yucatán,Sucilá,municipality, 
2000,Yucatán,Suma,municipality, 
2000,Yucatán,Tahdziú,municipality, 
2000,Yucatán,Tahmek,municipality, 
2000,Yucatán,Teabo,municipality, 
2000,Yucatán,Tecoh,municipality,1
2000,Yucatán,Tekal de Venegas,municipality, 
2000,Yucatán,Tekax,municipality,1
2000,Yucatán,Tekit,municipality, 
2000,Yucatán,Tekom,municipality, 
2000,Yucatán,Telchac Pueblo,municipality, 
2000,Yucatán,Telchac Puerto,municipality, 
2000,Yucatán,Temax,municipality, 
2000,Yucatán,Temozón,municipality, 
2000,Yucatán,Tetiz,municipality, 
2000,Yucatán,Teya,municipality, 
2000,Yucatán,Ticul,municipality,3
2000,Yucatán,Timucuy,municipality, 
2000,Yucatán,Tinum,municipality, 
2000,Yucatán,Tixcacalcupul,municipality, 
2000,Yucatán,Tixkokob,municipality, 
2000,Yucatán,Tizimín,municipality,3
2000,Yucatán,Tunkás,municipality, 
2000,Yucatán,Tzucacab,municipality, 
2000,Yucatán,Uayma,municipality, 
2000,Yucatán,Ucú,municipality, 
2000,Yucatán,Umán,municipality, 
2000,Yucatán,Valladolid,municipality,1
2000,Yucatán,Yaxcabá,municipality, 
2000,Yucatán,Yaxkukul,municipality, 
2000,Yucatán,Yobaín,municipality,1
2000,Yucatán,No especificado,municipality, 
2000,Zacatecas,Zacatecas,state,80
2000,Zacatecas,Apozol,municipality, 
2000,Zacatecas,Apulco,municipality, 
2000,Zacatecas,Atolinga,municipality, 
2000,Zacatecas,Benito Juárez,municipality,1
2000,Zacatecas,Calera,municipality,1
2000,Zacatecas,Cañitas de Felipe Pescador,municipality, 
2000,Zacatecas,Concepción del Oro,municipality, 
2000,Zacatecas,Cuauhtémoc,municipality, 
2000,Zacatecas,Chalchihuites,municipality,2
2000,Zacatecas,Fresnillo,municipality,12
2000,Zacatecas,Trinidad García de la Cadena,municipality,1
2000,Zacatecas,Genaro Codina,municipality, 
2000,Zacatecas,General Enrique Estrada,municipality, 
2000,Zacatecas,General Francisco R,municipality,3
2000,Zacatecas,El Plateado de Joaquín Amaro,municipality, 
2000,Zacatecas,General Pánfilo Natera,municipality,2
2000,Zacatecas,Guadalupe,municipality,7
2000,Zacatecas,Huanusco,municipality, 
2000,Zacatecas,Jalpa,municipality,1
2000,Zacatecas,Jerez,municipality,2
2000,Zacatecas,Jiménez del Teul,municipality, 
2000,Zacatecas,Juan Aldama,municipality,1
2000,Zacatecas,Juchipila,municipality,1
2000,Zacatecas,Loreto,municipality,2
2000,Zacatecas,Luis Moya,municipality, 
2000,Zacatecas,Mazapil,municipality, 
2000,Zacatecas,Melchor Ocampo,municipality,1
2000,Zacatecas,Mezquital del Oro,municipality, 
2000,Zacatecas,Miguel Auza,municipality, 
2000,Zacatecas,Momax,municipality,1
2000,Zacatecas,Monte Escobedo,municipality,2
